Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00,06:10,08h 10m,INR 699,33 Seats available,"4.5
295",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,07:30,09h 00m,INR 800,19 Seats available,"4.4
472",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,09:00,10h 00m,INR 599,39 Seats available,"4.2
332",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
AdSuraj Holidays,VE A/C Sleeper (2+1),22:30,07:30,09h 00m,INR 900,22 Seats available,"3.9
276",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),21:45,06:10,08h 25m,INR 700,33 Seats available,"4.2
289",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
SAAM BUS,VE A/C Sleeper (2+1),20:10,06:45,10h 35m,INR 900,15 Seats available,"4.3
120",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,VE A/C Sleeper (2+1),22:45,07:30,08h 45m,INR 1000,26 Seats available,"4.1
293",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
AdSuraj Holidays,NON AC Seater / Sleeper 2+1,20:30,06:00,09h 30m,INR 750,27 Seats available,"3.3
116",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
P K Travels,A/C Sleeper (2+1),18:45,06:30,11h 45m,INR 1100,20 Seats available,"4.3
102",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
DLT BUS,A/C Sleeper (2+1),22:30,07:30,09h 00m,INR 899,19 Seats available,"3.9
312",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Adrin Travels,A/C Seater/Sleeper (2+1),01:20,05:50,04h 30m,INR 850,3 Seats available,"4.6
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,INR 450,26 Seats available,"4.2
28",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
BLM Transports,A/C Sleeper (2+1),22:00,02:45,04h 45m,903,33 Seats available,"3.9
7",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,INR 600,35 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,INR 700,36 Seats available,"3.3
22",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 999,20 Seats available,"4.4
546",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,INR 1100,17 Seats available,"4.3
301",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,20:45,08h 30m,INR 799,37 Seats available,"4.3
207",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,500,24 Seats available,"3.8
37",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,INR 700,36 Seats available,"3.6
10",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),20:45,03:00,06h 15m,INR 900,48 Seats available,"4.0
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:55,02:30,05h 35m,INR 800,30 Seats available,"5.0
20",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 811,Super Fast Non AC Seater (2+3),02:20,08:25,06h 05m,INR 285,9 Seats available,"4.9
5",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1126,Super Fast Non AC Seater (2+3),03:16,09:31,06h 15m,INR 273,32 Seats available,"4.1
23",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 1127,Super Fast Non AC Seater (2+3),05:01,11:16,06h 15m,INR 273,11 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,903,32 Seats available,"4.0
94",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,INR 700,41 Seats available,"3.7
160",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,07:40,08h 35m,1099,18 Seats available,"4.3
37",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 581,Super Express Non AC Seater Air Bus (2+2),10:03,16:43,06h 40m,INR 377,17 Seats available,"4.5
24",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:01,18:20,06h 19m,INR 524,25 Seats available,"4.1
23",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1210,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,12:55,19:15,06h 20m,INR 475,29 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),00:36,06:36,06h 00m,INR 419,11 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),01:01,07:36,06h 35m,INR 419,24 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,01:30,07:35,06h 05m,INR 391,2 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55,20:45,06h 50m,INR 799,35 Seats available,"4.4
129",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 999,22 Seats available,"4.4
81",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
DLT BUS,A/C Sleeper (2+1),23:45,06:30,06h 45m,INR 1100,19 Seats available,"4.1
96",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kalpetta (kerala) to Bangalore
KSRTC (Kerala) - 315,Super Fast Non AC Seater (2+3),00:40,03:55,03h 15m,INR 181,28 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2713,Super Fast Non AC Seater (2+3),04:00,07:20,03h 20m,INR 166,32 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2392,Low Floor AC Seater 2+2,05:30,08:50,03h 20m,INR 253,12 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
BLM Transports,A/C Sleeper (2+1),20:15,05:00,08h 45m,903,28 Seats available,"4.4
99",https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:50,04:30,08h 40m,999,15 Seats available,"4.4
61",https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,INR 600,30 Seats available,"3.7
63",https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 103,Swift Deluxe Non AC Air Bus (2+2),09:00,17:40,08h 40m,INR 579,2 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:25,07h 55m,INR 568,31 Seats available,"3.3
23",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:16,04:05,06h 49m,INR 548,30 Seats available,"4.3
76",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 98,,21:30,05:45,08h 15m,INR 579,27 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 315,Super Fast Non AC Seater (2+3),00:40,07:10,06h 30m,INR 332,23 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 92,Swift Deluxe Non AC Air Bus (2+2),05:20,11:20,06h 00m,INR 381,20 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 2392,Low Floor AC Seater 2+2,05:30,12:35,07h 05m,INR 475,6 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:03,02:21,07h 18m,INR 548,27 Seats available,"4.5
32",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 1766,Super Express Non AC Seater Air Bus (2+2),20:16,04:41,08h 25m,INR 568,12 Seats available,"4.2
25",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:00,05:15,08h 15m,INR 568,3 Seats available,"4.1
34",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 99,,21:30,06:00,08h 30m,INR 579,,3.6,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
KSRTC (Kerala) - 1022,Super Fast Non AC Seater (2+3),03:45,10:45,07h 00m,INR 323,9 Seats available,3.3,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
KSRTC (Kerala) - 1183,Super Fast Non AC Seater (2+3),05:00,11:30,06h 30m,INR 332,17 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
KSRTC (Kerala) - 1871,Low Floor AC Seater 2+2,06:10,13:00,06h 50m,INR 475,3 Seats available,"3.5
8",https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
KSRTC (Kerala) - 795,Super Fast Non AC Seater (2+3),03:45,07:20,03h 35m,INR 181,13 Seats available,"4.6
5",https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),05:05,07:25,02h 20m,INR 216,4 Seats available,"1.5
7",https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
KSRTC (Kerala) - 796,Super Fast Non AC Seater (2+3),05:45,09:10,03h 25m,INR 181,42 Seats available,2.9,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Thrissur to Kozhikode
KSRTC (Kerala) - 588,Super Express Non AC Seater Air Bus (2+2),00:00,02:30,02h 30m,INR 129,9 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
KSRTC (Kerala) - 994,Super Fast Non AC Seater (2+3),00:05,02:14,02h 09m,INR 108,36 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
KSRTC (Kerala) - 1377,AC MULTI AXLE,01:10,02:35,01h 25m,INR 329,26 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
,,,,,,,,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),03:50,05:50,02h 00m,INR 111,30 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),04:45,06:40,01h 55m,INR 111,31 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
KSRTC (Kerala) - 1992,Super Fast Non AC Seater (2+3),05:05,07:35,02h 30m,INR 111,43 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
,,,,,,,,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
